1	1
6	5	4	O
5	4	0	W	1
5	5	0	W	1
5	6	0	Y	1
5	7	0	R	1
6	0	0	Y	1
6	1	0	Y	1
6	2	0	Y	1
6	3	0	Y	1
6	4	0	Y	1
6	5	0	Y	1
6	6	0	Y	1
6	7	0	R	1
7	1	0	R	1
7	2	0	Y	1
7	3	0	Y	1
7	4	0	R	1
7	5	0	R	1
7	6	0	R	1
7	7	0	R	1

82	1
3	7	7	O
0	2	0	R	1
1	1	0	R	1
1	2	0	B	1
1	6	0	Y	1
1	6	1	Y	1
1	6	2	G	1
2	0	0	R	1
2	1	0	R	1
2	2	0	C	1
2	3	0	B	1
3	2	0	B	1
3	3	0	C	1
3	4	0	B	1
4	3	0	B	1
4	4	0	C	1
4	5	0	B	1
5	4	0	B	1
5	5	0	C	1
5	6	0	B	1
6	1	0	Y	1
6	1	1	Y	1
6	1	2	G	1
6	5	0	B	1
6	6	0	C	1
6	7	0	B	1
7	6	0	B	1
7	7	0	C	1

82	2
1	6	5	C
0	2	0	R	1
1	1	0	R	1
1	2	0	B	1
1	6	0	Y	1
1	6	1	Y	1
1	6	5	G	1
2	0	0	R	1
2	1	0	R	1
2	2	0	C	1
2	3	0	B	1
3	2	0	B	1
3	3	0	C	1
3	4	0	B	1
4	3	0	B	1
4	4	0	C	1
4	5	0	B	1
5	4	0	B	1
5	5	0	C	1
5	6	0	B	1
6	1	0	Y	1
6	1	1	Y	1
6	1	2	G	1
6	5	0	B	1
6	6	0	C	1
6	7	0	B	1
7	6	0	B	1
7	7	0	C	1

82	3
6	1	7	C
0	2	0	R	1
1	1	0	R	1
1	2	0	B	1
1	6	0	Y	1
1	6	1	Y	1
1	6	2	G	1
2	0	0	R	1
2	1	0	R	1
2	2	0	C	1
2	3	0	B	1
3	2	0	B	1
3	3	0	C	1
3	4	0	B	1
4	3	0	B	1
4	4	0	C	1
4	5	0	B	1
5	4	0	B	1
5	5	0	C	1
5	6	0	B	1
6	1	0	Y	1
6	1	1	Y	1
6	1	7	G	1
6	5	0	B	1
6	6	0	C	1
6	7	0	B	1
7	6	0	B	1
7	7	0	C	1

82	4
2	0	5	C
0	2	0	R	1
1	1	0	R	1
1	2	0	B	1
1	6	0	Y	1
1	6	1	Y	1
1	6	2	G	1
2	0	5	R	1
2	1	0	R	1
2	2	0	C	1
2	3	0	B	1
3	2	0	B	1
3	3	0	C	1
3	4	0	B	1
4	3	0	B	1
4	4	0	C	1
4	5	0	B	1
5	4	0	B	1
5	5	0	C	1
5	6	0	B	1
6	1	0	Y	1
6	1	1	Y	1
6	1	2	G	1
6	5	0	B	1
6	6	0	C	1
6	7	0	B	1
7	6	0	B	1
7	7	0	C	1

82	5
7	7	5	C
0	2	0	R	1
1	1	0	R	1
1	2	0	B	1
1	6	0	Y	1
1	6	1	Y	1
1	6	2	G	1
2	0	0	R	1
2	1	0	R	1
2	2	0	C	1
2	3	0	B	1
3	2	0	B	1
3	3	0	C	1
3	4	0	B	1
4	3	0	B	1
4	4	0	C	1
4	5	0	B	1
5	4	0	B	1
5	5	0	C	1
5	6	0	B	1
6	1	0	Y	1
6	1	1	Y	1
6	1	2	G	1
6	5	0	B	1
6	6	0	C	1
6	7	0	B	1
7	6	0	B	1
7	7	5	C	1

83	1
3	7	7	O
0	0	0	G	1
0	7	0	R	1
3	3	0	G	1
3	4	0	R	1
4	3	0	Y	1
4	4	0	B	1
7	0	0	Y	1
7	7	0	B	1

83	2
7	7	7	O
0	0	0	G	1
0	7	0	R	1
3	3	0	G	1
3	4	0	R	1
4	3	0	Y	1
7	0	0	Y	1
7	7	0	B	1
7	7	1	B	1

83	3
0	7	6	O
0	0	0	G	1
0	7	0	R	1
0	7	1	R	1
3	3	0	G	1
4	3	0	Y	1
4	4	0	B	1
7	0	0	Y	1
7	7	0	B	1

83	4
0	0	6	O
0	0	0	G	1
0	0	1	G	1
0	7	0	R	1
3	4	0	R	1
4	3	0	Y	1
4	4	0	B	1
7	0	0	Y	1
7	7	0	B	1

83	5
7	4	7	O
0	0	0	G	1
0	7	0	R	1
3	3	0	G	1
3	4	0	R	1
4	4	0	B	1
7	0	0	Y	1
7	0	1	Y	1
7	7	0	B	1

84	1
4	7	7	O
0	0	0	G	1
0	1	0	G	1
0	2	0	G	1
0	3	0	G	1
0	4	0	G	1
0	5	0	G	1
0	6	0	G	1
0	7	0	G	1
1	0	0	G	1
1	1	0	G	1
1	2	0	G	1
1	3	0	G	1
1	4	0	G	1
1	4	1	B	2
1	5	0	G	1
1	6	0	G	1
1	7	0	G	1
1	7	1	R	2
2	0	0	G	1
2	1	0	G	1
2	2	0	G	1
2	3	0	G	1
2	4	0	G	1
2	5	0	G	1
2	6	0	G	1
2	7	0	G	1
3	0	0	G	1
3	0	1	R	2
3	1	0	G	1
3	2	0	G	1
3	3	0	G	1
3	4	0	G	1
3	5	0	G	1
3	5	1	B	2
3	6	0	G	1
3	7	0	G	1
4	0	0	G	1
4	1	0	G	1
4	2	0	G	1
4	3	0	G	1
4	3	1	R	2
4	4	0	G	1
4	5	0	G	1
4	6	0	G	1
4	7	0	G	1
5	0	0	G	1
5	1	0	G	1
5	2	0	G	1
5	3	0	G	1
5	4	0	G	1
5	5	0	G	1
5	6	0	G	1
5	7	0	G	1
6	0	0	G	1
6	1	0	G	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	5	1	R	2
6	6	0	G	1
6	7	0	G	1
7	0	0	G	1
7	1	0	G	1
7	1	1	B	2
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	G	1
7	7	0	G	1

84	2
1	7	5	C
0	0	0	G	1
0	1	0	G	1
0	2	0	G	1
0	3	0	G	1
0	4	0	G	1
0	5	0	G	1
0	6	0	G	1
0	7	0	G	1
1	0	0	G	1
1	1	0	G	1
1	2	0	G	1
1	3	0	G	1
1	4	0	G	1
1	4	1	B	2
1	5	0	G	1
1	6	0	G	1
1	7	0	G	1
1	7	5	R	2
2	0	0	G	1
2	1	0	G	1
2	2	0	G	1
2	3	0	G	1
2	4	0	G	1
2	5	0	G	1
2	6	0	G	1
2	7	0	G	1
3	0	0	G	1
3	0	1	R	2
3	1	0	G	1
3	2	0	G	1
3	3	0	G	1
3	4	0	G	1
3	5	0	G	1
3	5	1	B	2
3	6	0	G	1
3	7	0	G	1
4	0	0	G	1
4	1	0	G	1
4	2	0	G	1
4	3	0	G	1
4	3	1	R	2
4	4	0	G	1
4	5	0	G	1
4	6	0	G	1
4	7	0	G	1
5	0	0	G	1
5	1	0	G	1
5	2	0	G	1
5	3	0	G	1
5	4	0	G	1
5	5	0	G	1
5	6	0	G	1
5	7	0	G	1
6	0	0	G	1
6	1	0	G	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	5	1	R	2
6	6	0	G	1
6	7	0	G	1
7	0	0	G	1
7	1	0	G	1
7	1	1	B	2
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	G	1
7	7	0	G	1

84	3
6	5	4	C
0	0	0	G	1
0	1	0	G	1
0	2	0	G	1
0	3	0	G	1
0	4	0	G	1
0	5	0	G	1
0	6	0	G	1
0	7	0	G	1
1	0	0	G	1
1	1	0	G	1
1	2	0	G	1
1	3	0	G	1
1	4	0	G	1
1	4	1	B	2
1	5	0	G	1
1	6	0	G	1
1	7	0	G	1
1	7	1	R	2
2	0	0	G	1
2	1	0	G	1
2	2	0	G	1
2	3	0	G	1
2	4	0	G	1
2	5	0	G	1
2	6	0	G	1
2	7	0	G	1
3	0	0	G	1
3	0	1	R	2
3	1	0	G	1
3	2	0	G	1
3	3	0	G	1
3	4	0	G	1
3	5	0	G	1
3	5	1	B	2
3	6	0	G	1
3	7	0	G	1
4	0	0	G	1
4	1	0	G	1
4	2	0	G	1
4	3	0	G	1
4	3	1	R	2
4	4	0	G	1
4	5	0	G	1
4	6	0	G	1
4	7	0	G	1
5	0	0	G	1
5	1	0	G	1
5	2	0	G	1
5	3	0	G	1
5	4	0	G	1
5	5	0	G	1
5	6	0	G	1
5	7	0	G	1
6	0	0	G	1
6	1	0	G	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	5	4	R	2
6	6	0	G	1
6	7	0	G	1
7	0	0	G	1
7	1	0	G	1
7	1	1	B	2
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	G	1
7	7	0	G	1

84	4
7	1	5	C
0	0	0	G	1
0	1	0	G	1
0	2	0	G	1
0	3	0	G	1
0	4	0	G	1
0	5	0	G	1
0	6	0	G	1
0	7	0	G	1
1	0	0	G	1
1	1	0	G	1
1	2	0	G	1
1	3	0	G	1
1	4	0	G	1
1	4	1	B	2
1	5	0	G	1
1	6	0	G	1
1	7	0	G	1
1	7	1	R	2
2	0	0	G	1
2	1	0	G	1
2	2	0	G	1
2	3	0	G	1
2	4	0	G	1
2	5	0	G	1
2	6	0	G	1
2	7	0	G	1
3	0	0	G	1
3	0	1	R	2
3	1	0	G	1
3	2	0	G	1
3	3	0	G	1
3	4	0	G	1
3	5	0	G	1
3	5	1	B	2
3	6	0	G	1
3	7	0	G	1
4	0	0	G	1
4	1	0	G	1
4	2	0	G	1
4	3	0	G	1
4	3	1	R	2
4	4	0	G	1
4	5	0	G	1
4	6	0	G	1
4	7	0	G	1
5	0	0	G	1
5	1	0	G	1
5	2	0	G	1
5	3	0	G	1
5	4	0	G	1
5	5	0	G	1
5	6	0	G	1
5	7	0	G	1
6	0	0	G	1
6	1	0	G	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	5	1	R	2
6	6	0	G	1
6	7	0	G	1
7	0	0	G	1
7	1	0	G	1
7	1	5	B	2
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	G	1
7	7	0	G	1

84	5
1	4	4	C
0	0	0	G	1
0	1	0	G	1
0	2	0	G	1
0	3	0	G	1
0	4	0	G	1
0	5	0	G	1
0	6	0	G	1
0	7	0	G	1
1	0	0	G	1
1	1	0	G	1
1	2	0	G	1
1	3	0	G	1
1	4	0	G	1
1	4	4	B	2
1	5	0	G	1
1	6	0	G	1
1	7	0	G	1
1	7	1	R	2
2	0	0	G	1
2	1	0	G	1
2	2	0	G	1
2	3	0	G	1
2	4	0	G	1
2	5	0	G	1
2	6	0	G	1
2	7	0	G	1
3	0	0	G	1
3	0	1	R	2
3	1	0	G	1
3	2	0	G	1
3	3	0	G	1
3	4	0	G	1
3	5	0	G	1
3	5	1	B	2
3	6	0	G	1
3	7	0	G	1
4	0	0	G	1
4	1	0	G	1
4	2	0	G	1
4	3	0	G	1
4	3	1	R	2
4	4	0	G	1
4	5	0	G	1
4	6	0	G	1
4	7	0	G	1
5	0	0	G	1
5	1	0	G	1
5	2	0	G	1
5	3	0	G	1
5	4	0	G	1
5	5	0	G	1
5	6	0	G	1
5	7	0	G	1
6	0	0	G	1
6	1	0	G	1
6	2	0	G	1
6	3	0	G	1
6	4	0	G	1
6	5	0	G	1
6	5	1	R	2
6	6	0	G	1
6	7	0	G	1
7	0	0	G	1
7	1	0	G	1
7	1	1	B	2
7	2	0	G	1
7	3	0	G	1
7	4	0	G	1
7	5	0	G	1
7	6	0	G	1
7	7	0	G	1

85	1
4	5	7	O
1	2	0	R	1
1	2	1	Y	1
1	2	2	M	2
1	3	0	B	1
1	5	0	R	1
1	5	1	Y	1
1	5	2	M	2
5	2	0	G	1
5	6	0	R	1
5	6	1	Y	1
5	6	2	C	1
6	2	0	R	1
6	2	1	Y	1
6	2	2	C	2
6	6	0	G	1

85	2
5	6	7	O
1	2	0	R	1
1	2	1	Y	1
1	2	2	M	2
1	3	0	B	1
1	5	0	R	1
1	5	1	Y	1
1	5	2	M	2
5	2	0	G	1
5	6	0	R	1
5	6	1	Y	1
5	6	2	C	1
5	6	3	G	1
6	2	0	R	1
6	2	1	Y	1
6	2	2	C	2

85	3
5	2	7	O
1	2	0	R	1
1	2	1	Y	1
1	2	2	M	2
1	3	0	B	1
1	5	0	R	1
1	5	1	Y	1
1	5	2	M	2
5	2	0	G	1
5	2	1	C	2
5	6	0	R	1
5	6	1	Y	1
5	6	2	C	1
6	2	0	R	1
6	2	1	Y	1
6	6	0	G	1

85	4
1	3	7	O
1	2	0	R	1
1	2	1	Y	1
1	2	2	M	2
1	3	0	B	1
1	3	1	M	2
1	5	0	R	1
1	5	1	Y	1
5	2	0	G	1
5	6	0	R	1
5	6	1	Y	1
5	6	2	C	1
6	2	0	R	1
6	2	1	Y	1
6	2	2	C	2
6	6	0	G	1

85	5
1	3	7	O
1	2	0	R	1
1	2	1	Y	1
1	3	0	B	1
1	3	1	M	2
1	5	0	R	1
1	5	1	Y	1
1	5	2	M	2
5	2	0	G	1
5	6	0	R	1
5	6	1	Y	1
5	6	2	C	1
6	2	0	R	1
6	2	1	Y	1
6	2	2	C	2
6	6	0	G	1

86	1
4	6	7	O
0	7	0	Y	1
1	1	0	B	1
1	7	0	X	2
2	1	0	X	2
2	7	0	Y	1
3	1	0	B	1
3	3	0	B	1
3	4	0	B	1
3	4	1	R	1
3	5	0	B	1
6	3	0	G	1
6	4	0	G	1
6	4	1	R	1
6	5	0	G	1

86	2
3	4	7	O
0	7	0	Y	1
1	1	0	B	1
2	1	0	X	2
2	7	0	Y	1
3	1	0	B	1
3	3	0	B	1
3	4	0	B	1
3	4	1	R	1
3	4	2	X	2
3	5	0	B	1
6	3	0	G	1
6	4	0	G	1
6	4	1	R	1
6	5	0	G	1

86	3
6	4	7	O
0	7	0	Y	1
1	1	0	B	1
2	1	0	X	2
2	7	0	Y	1
3	1	0	B	1
3	3	0	B	1
3	4	0	B	1
3	4	1	R	1
3	5	0	B	1
6	3	0	G	1
6	4	0	G	1
6	4	1	R	1
6	4	2	X	2
6	5	0	G	1

86	4
3	4	7	O
0	7	0	Y	1
1	1	0	B	1
1	7	0	X	2
2	7	0	Y	1
3	1	0	B	1
3	3	0	B	1
3	4	0	B	1
3	4	1	R	1
3	4	2	X	2
3	5	0	B	1
6	3	0	G	1
6	4	0	G	1
6	4	1	R	1
6	5	0	G	1

86	5
6	4	7	O
0	7	0	Y	1
1	1	0	B	1
1	7	0	X	2
2	7	0	Y	1
3	1	0	B	1
3	3	0	B	1
3	4	0	B	1
3	4	1	R	1
3	5	0	B	1
6	3	0	G	1
6	4	0	G	1
6	4	1	R	1
6	4	2	X	2
6	5	0	G	1

87	1
2	7	7	O
0	0	0	Y	1
0	0	1	Y	1
0	1	0	R	1
0	1	1	R	1
0	2	0	R	1
0	2	1	R	1
0	3	0	R	1
0	3	1	R	1
0	4	0	R	1
0	4	1	R	1
0	5	0	R	1
0	5	1	R	1
0	6	0	R	1
0	6	1	R	1
0	7	0	Y	1
0	7	1	Y	1
1	0	0	R	1
1	0	1	R	1
1	7	0	R	1
1	7	1	R	1
2	0	0	R	1
2	0	1	R	1
2	3	0	C	1
2	5	0	B	1
2	7	0	R	1
2	7	1	R	1
3	0	0	R	1
3	0	1	R	1
3	7	0	R	1
3	7	1	R	1
4	0	0	R	1
4	0	1	R	1
4	3	0	C	1
4	3	1	B	1
4	5	0	C	1
4	5	1	C	1
4	5	2	B	1
4	7	0	R	1
4	7	1	R	1
5	0	0	R	1
5	0	1	R	1
5	7	0	R	1
5	7	1	R	1
6	0	0	R	1
6	0	1	R	1
6	7	0	R	1
6	7	1	R	1
7	0	0	Y	1
7	0	1	Y	1
7	1	0	R	1
7	1	1	R	1
7	2	0	R	1
7	2	1	R	1
7	3	0	R	1
7	3	1	R	1
7	4	0	R	1
7	4	1	R	1
7	5	0	R	1
7	5	1	R	1
7	6	0	R	1
7	6	1	R	1
7	7	0	Y	1
7	7	1	Y	1

87	2
0	7	6	O
0	0	0	Y	1
0	0	1	Y	1
0	1	0	R	1
0	1	1	R	1
0	2	0	R	1
0	2	1	R	1
0	3	0	R	1
0	3	1	R	1
0	4	0	R	1
0	4	1	R	1
0	5	0	R	1
0	5	1	R	1
0	6	0	R	1
0	6	1	R	1
0	7	0	Y	1
0	7	1	Y	1
0	7	2	B	1
1	0	0	R	1
1	0	1	R	1
1	7	0	R	1
1	7	1	R	1
2	0	0	R	1
2	0	1	R	1
2	3	0	C	1
2	5	0	B	1
2	7	0	R	1
2	7	1	R	1
3	0	0	R	1
3	0	1	R	1
3	7	0	R	1
3	7	1	R	1
4	0	0	R	1
4	0	1	R	1
4	3	0	C	1
4	3	1	B	1
4	5	0	C	1
4	5	1	C	1
4	7	0	R	1
4	7	1	R	1
5	0	0	R	1
5	0	1	R	1
5	7	0	R	1
5	7	1	R	1
6	0	0	R	1
6	0	1	R	1
6	7	0	R	1
6	7	1	R	1
7	0	0	Y	1
7	0	1	Y	1
7	1	0	R	1
7	1	1	R	1
7	2	0	R	1
7	2	1	R	1
7	3	0	R	1
7	3	1	R	1
7	4	0	R	1
7	4	1	R	1
7	5	0	R	1
7	5	1	R	1
7	6	0	R	1
7	6	1	R	1
7	7	0	Y	1
7	7	1	Y	1

87	3
7	7	7	O
0	0	0	Y	1
0	0	1	Y	1
0	1	0	R	1
0	1	1	R	1
0	2	0	R	1
0	2	1	R	1
0	3	0	R	1
0	3	1	R	1
0	4	0	R	1
0	4	1	R	1
0	5	0	R	1
0	5	1	R	1
0	6	0	R	1
0	6	1	R	1
0	7	0	Y	1
0	7	1	Y	1
1	0	0	R	1
1	0	1	R	1
1	7	0	R	1
1	7	1	R	1
2	0	0	R	1
2	0	1	R	1
2	3	0	C	1
2	5	0	B	1
2	7	0	R	1
2	7	1	R	1
3	0	0	R	1
3	0	1	R	1
3	7	0	R	1
3	7	1	R	1
4	0	0	R	1
4	0	1	R	1
4	3	0	C	1
4	3	1	B	1
4	5	0	C	1
4	5	1	C	1
4	7	0	R	1
4	7	1	R	1
5	0	0	R	1
5	0	1	R	1
5	7	0	R	1
5	7	1	R	1
6	0	0	R	1
6	0	1	R	1
6	7	0	R	1
6	7	1	R	1
7	0	0	Y	1
7	0	1	Y	1
7	1	0	R	1
7	1	1	R	1
7	2	0	R	1
7	2	1	R	1
7	3	0	R	1
7	3	1	R	1
7	4	0	R	1
7	4	1	R	1
7	5	0	R	1
7	5	1	R	1
7	6	0	R	1
7	6	1	R	1
7	7	0	Y	1
7	7	1	Y	1
7	7	2	B	1

87	4
0	0	7	O
0	0	0	Y	1
0	0	1	Y	1
0	0	2	B	1
0	1	0	R	1
0	1	1	R	1
0	2	0	R	1
0	2	1	R	1
0	3	0	R	1
0	3	1	R	1
0	4	0	R	1
0	4	1	R	1
0	5	0	R	1
0	5	1	R	1
0	6	0	R	1
0	6	1	R	1
0	7	0	Y	1
0	7	1	Y	1
1	0	0	R	1
1	0	1	R	1
1	7	0	R	1
1	7	1	R	1
2	0	0	R	1
2	0	1	R	1
2	3	0	C	1
2	5	0	B	1
2	7	0	R	1
2	7	1	R	1
3	0	0	R	1
3	0	1	R	1
3	7	0	R	1
3	7	1	R	1
4	0	0	R	1
4	0	1	R	1
4	3	0	C	1
4	5	0	C	1
4	5	1	C	1
4	5	2	B	1
4	7	0	R	1
4	7	1	R	1
5	0	0	R	1
5	0	1	R	1
5	7	0	R	1
5	7	1	R	1
6	0	0	R	1
6	0	1	R	1
6	7	0	R	1
6	7	1	R	1
7	0	0	Y	1
7	0	1	Y	1
7	1	0	R	1
7	1	1	R	1
7	2	0	R	1
7	2	1	R	1
7	3	0	R	1
7	3	1	R	1
7	4	0	R	1
7	4	1	R	1
7	5	0	R	1
7	5	1	R	1
7	6	0	R	1
7	6	1	R	1
7	7	0	Y	1
7	7	1	Y	1

87	5
7	0	7	O
0	0	0	Y	1
0	0	1	Y	1
0	1	0	R	1
0	1	1	R	1
0	2	0	R	1
0	2	1	R	1
0	3	0	R	1
0	3	1	R	1
0	4	0	R	1
0	4	1	R	1
0	5	0	R	1
0	5	1	R	1
0	6	0	R	1
0	6	1	R	1
0	7	0	Y	1
0	7	1	Y	1
1	0	0	R	1
1	0	1	R	1
1	7	0	R	1
1	7	1	R	1
2	0	0	R	1
2	0	1	R	1
2	3	0	C	1
2	5	0	B	1
2	7	0	R	1
2	7	1	R	1
3	0	0	R	1
3	0	1	R	1
3	7	0	R	1
3	7	1	R	1
4	0	0	R	1
4	0	1	R	1
4	3	0	C	1
4	5	0	C	1
4	5	1	C	1
4	5	2	B	1
4	7	0	R	1
4	7	1	R	1
5	0	0	R	1
5	0	1	R	1
5	7	0	R	1
5	7	1	R	1
6	0	0	R	1
6	0	1	R	1
6	7	0	R	1
6	7	1	R	1
7	0	0	Y	1
7	0	1	Y	1
7	0	2	B	1
7	1	0	R	1
7	1	1	R	1
7	2	0	R	1
7	2	1	R	1
7	3	0	R	1
7	3	1	R	1
7	4	0	R	1
7	4	1	R	1
7	5	0	R	1
7	5	1	R	1
7	6	0	R	1
7	6	1	R	1
7	7	0	Y	1
7	7	1	Y	1

88	1
4	7	5	O
0	0	0	X	1
0	0	1	X	1
0	0	2	X	1
0	1	0	X	1
0	1	1	X	1
0	1	2	X	1
0	2	0	X	1
0	2	1	X	1
0	2	2	X	1
0	3	0	X	1
0	3	1	X	1
0	3	2	X	1
0	4	0	X	1
0	4	1	X	1
0	4	2	X	1
0	5	0	X	1
0	5	1	X	1
0	5	2	X	1
0	6	0	X	1
0	6	1	X	1
0	6	2	X	1
0	6	3	X	1
0	7	0	X	1
0	7	1	X	1
0	7	2	X	1
0	7	3	X	1
0	7	4	X	1
1	0	0	X	1
1	0	1	X	1
1	1	0	X	1
1	1	1	X	1
1	2	0	X	1
1	2	1	X	1
1	3	0	X	1
1	3	1	X	1
1	4	0	X	1
1	4	1	X	1
1	5	0	X	1
1	5	1	X	1
1	6	0	X	1
1	6	1	X	1
1	6	2	X	1
1	7	0	X	1
1	7	1	X	1
1	7	2	X	1
1	7	3	X	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	6	1	X	1
2	7	0	X	1
2	7	1	X	1
2	7	2	X	1
3	0	0	X	1
3	1	0	X	1
3	2	0	X	1
3	3	0	X	1
3	4	0	X	1
3	5	0	X	1
3	6	0	X	1
3	6	1	X	1
3	7	0	X	1
3	7	1	X	1
3	7	2	X	1
4	0	0	X	1
4	1	0	X	1
4	2	0	X	1
4	3	0	X	1
4	3	1	Y	1
4	3	2	R	1
4	4	0	X	1
4	5	0	X	1
4	6	0	X	1
4	6	1	X	1
4	7	0	X	1
4	7	1	X	1
4	7	2	X	1
5	0	0	X	1
5	0	1	B	1
5	1	0	X	1
5	1	1	G	1
5	2	0	X	1
5	3	0	X	1
5	4	0	X	1
5	5	0	X	1
5	6	0	X	1
5	6	1	X	1
5	7	0	X	1
5	7	1	X	1
5	7	2	X	1
6	0	0	X	1
6	1	0	X	1
6	2	0	X	1
6	3	0	X	1
6	4	0	X	1
6	5	0	X	1
6	6	0	X	1
6	6	1	X	1
6	7	0	X	1
6	7	1	X	1
6	7	2	X	1
7	0	0	X	1
7	1	0	X	1
7	2	0	X	1
7	3	0	X	1
7	3	1	B	1
7	3	2	Y	1
7	3	3	R	1
7	4	0	X	1
7	5	0	X	1
7	6	0	X	1
7	6	1	X	1
7	7	0	X	1
7	7	1	X	1
7	7	2	X	1

88	2
4	3	7	O
0	0	0	X	1
0	0	1	X	1
0	0	2	X	1
0	1	0	X	1
0	1	1	X	1
0	1	2	X	1
0	2	0	X	1
0	2	1	X	1
0	2	2	X	1
0	3	0	X	1
0	3	1	X	1
0	3	2	X	1
0	4	0	X	1
0	4	1	X	1
0	4	2	X	1
0	5	0	X	1
0	5	1	X	1
0	5	2	X	1
0	6	0	X	1
0	6	1	X	1
0	6	2	X	1
0	6	3	X	1
0	7	0	X	1
0	7	1	X	1
0	7	2	X	1
0	7	3	X	1
0	7	4	X	1
1	0	0	X	1
1	0	1	X	1
1	1	0	X	1
1	1	1	X	1
1	2	0	X	1
1	2	1	X	1
1	3	0	X	1
1	3	1	X	1
1	4	0	X	1
1	4	1	X	1
1	5	0	X	1
1	5	1	X	1
1	6	0	X	1
1	6	1	X	1
1	6	2	X	1
1	7	0	X	1
1	7	1	X	1
1	7	2	X	1
1	7	3	X	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	6	1	X	1
2	7	0	X	1
2	7	1	X	1
2	7	2	X	1
3	0	0	X	1
3	1	0	X	1
3	2	0	X	1
3	3	0	X	1
3	4	0	X	1
3	5	0	X	1
3	6	0	X	1
3	6	1	X	1
3	7	0	X	1
3	7	1	X	1
3	7	2	X	1
4	0	0	X	1
4	1	0	X	1
4	2	0	X	1
4	3	0	X	1
4	3	1	Y	1
4	3	2	R	1
4	3	3	R	1
4	4	0	X	1
4	5	0	X	1
4	6	0	X	1
4	6	1	X	1
4	7	0	X	1
4	7	1	X	1
4	7	2	X	1
5	0	0	X	1
5	0	1	B	1
5	1	0	X	1
5	1	1	G	1
5	2	0	X	1
5	3	0	X	1
5	4	0	X	1
5	5	0	X	1
5	6	0	X	1
5	6	1	X	1
5	7	0	X	1
5	7	1	X	1
5	7	2	X	1
6	0	0	X	1
6	1	0	X	1
6	2	0	X	1
6	3	0	X	1
6	4	0	X	1
6	5	0	X	1
6	6	0	X	1
6	6	1	X	1
6	7	0	X	1
6	7	1	X	1
6	7	2	X	1
7	0	0	X	1
7	1	0	X	1
7	2	0	X	1
7	3	0	X	1
7	3	1	B	1
7	3	2	Y	1
7	4	0	X	1
7	5	0	X	1
7	6	0	X	1
7	6	1	X	1
7	7	0	X	1
7	7	1	X	1
7	7	2	X	1

88	3
5	0	7	O
0	0	0	X	1
0	0	1	X	1
0	0	2	X	1
0	1	0	X	1
0	1	1	X	1
0	1	2	X	1
0	2	0	X	1
0	2	1	X	1
0	2	2	X	1
0	3	0	X	1
0	3	1	X	1
0	3	2	X	1
0	4	0	X	1
0	4	1	X	1
0	4	2	X	1
0	5	0	X	1
0	5	1	X	1
0	5	2	X	1
0	6	0	X	1
0	6	1	X	1
0	6	2	X	1
0	6	3	X	1
0	7	0	X	1
0	7	1	X	1
0	7	2	X	1
0	7	3	X	1
0	7	4	X	1
1	0	0	X	1
1	0	1	X	1
1	1	0	X	1
1	1	1	X	1
1	2	0	X	1
1	2	1	X	1
1	3	0	X	1
1	3	1	X	1
1	4	0	X	1
1	4	1	X	1
1	5	0	X	1
1	5	1	X	1
1	6	0	X	1
1	6	1	X	1
1	6	2	X	1
1	7	0	X	1
1	7	1	X	1
1	7	2	X	1
1	7	3	X	1
2	0	0	X	1
2	1	0	X	1
2	2	0	X	1
2	3	0	X	1
2	4	0	X	1
2	5	0	X	1
2	6	0	X	1
2	6	1	X	1
2	7	0	X	1
2	7	1	X	1
2	7	2	X	1
3	0	0	X	1
3	1	0	X	1
3	2	0	X	1
3	3	0	X	1
3	4	0	X	1
3	5	0	X	1
3	6	0	X	1
3	6	1	X	1
3	7	0	X	1
3	7	1	X	1
3	7	2	X	1
4	0	0	X	1
4	1	0	X	1
4	2	0	X	1
4	3	0	X	1
4	3	1	Y	1
4	3	2	R	1
4	4	0	X	1
4	5	0	X	1
4	6	0	X	1
4	6	1	X	1
4	7	0	X	1
4	7	1	X	1
4	7	2	X	1
5	0	0	X	1
5	0	1	B	1
5	0	2	G	1
5	1	0	X	1
5	2	0	X	1
5	3	0	X	1
5	4	0	X	1
5	5	0	X	1
5	6	0	X	1
5	6	1	X	1
5	7	0	X	1
5	7	1	X	1
5	7	2	X	1
6	0	0	X	1
6	1	0	X	1
6	2	0	X	1
